,ZIPCODE,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Score
9779,30350,27645,577,698,5120,4402,1989,10081,4778,5.021450533550371
9780,30354,10787,560,1478,3563,2462,786,1411,527,3.720960415314731
9781,30360,9975,1363,558,1951,1397,651,2406,1649,4.326215538847118
9782,30363,2230,14,43,106,268,118,1066,615,5.731390134529148
9783,30401,8587,550,1185,3822,1298,582,534,616,3.4941190171189005
9784,30410,1138,57,72,387,306,54,154,108,3.9859402460456943
9785,30411,3419,216,604,1374,382,206,579,58,3.505118455688798
9786,30412,55,0,9,27,10,5,0,4,3.490909090909091
9787,30413,1173,81,151,531,116,154,93,47,3.4927536231884053
9788,30415,4240,143,385,1403,1155,460,427,267,3.8851415094339625
9789,30417,7279,724,1057,2700,1260,399,755,384,3.4607775793378206
9790,30420,661,28,104,230,138,83,49,29,3.615733736762481
9791,30421,2245,100,231,795,480,180,246,213,3.8904231625835193
9792,30423,72,4,19,22,14,4,0,9,3.4305555555555554
9793,30425,963,46,107,376,198,63,109,64,3.735202492211838
9794,30426,501,49,216,127,80,19,2,8,2.6846307385229538
9795,30427,8183,723,1224,2876,1605,504,697,554,3.5193694244164737
9796,30428,1883,103,213,1025,283,168,73,18,3.260754115772703
9797,30429,155,26,29,46,12,0,39,3,3.387096774193548
9798,30434,3584,382,544,1482,527,301,203,145,3.2818080357142856
9799,30436,7626,571,1030,2902,1623,538,567,395,3.499344348282192
9800,30438,26,0,2,8,14,2,0,0,3.6153846153846154
9801,30439,7181,562,1121,2601,1453,434,680,330,3.478484890683749
9802,30441,1218,83,181,517,196,104,101,36,3.413793103448276
9803,30442,4934,370,697,1877,1166,339,262,223,3.4225780299959467
9804,30445,2569,173,364,985,528,236,180,103,3.483456597898015
9805,30446,764,53,85,411,148,16,40,11,3.200261780104712
9806,30448,47,9,2,12,8,3,0,13,3.978723404255319
9807,30449,96,4,13,48,16,10,5,0,3.3125
9808,30450,1636,129,289,655,284,105,101,73,3.331295843520782
9809,30451,33,0,0,16,6,0,3,8,4.424242424242424
9810,30452,1001,39,85,307,220,82,124,144,4.167832167832168
9811,30453,7781,728,1600,3433,1133,355,242,290,3.086492738722529
9812,30454,529,24,75,273,82,75,0,0,3.2060491493383743
9813,30455,378,17,42,165,67,40,21,26,3.6296296296296298
9814,30456,1338,113,249,436,293,111,71,65,3.3834080717488786
9815,30457,4186,380,669,1635,686,229,337,250,3.412326803631151
9816,30458,21365,885,2015,4747,5005,1926,3805,2982,4.3299789375146265
9817,30460,57,0,0,32,17,0,8,0,3.719298245614035
9818,30461,9599,168,648,2615,2302,803,1456,1607,4.4293155537035105
9819,30464,47,2,11,15,15,0,4,0,3.25531914893617
9820,30467,8398,472,918,3485,1710,547,879,387,3.6105025005953797
9821,30470,247,0,42,82,64,25,11,23,3.7975708502024292
9822,30471,3550,302,457,1448,676,236,280,151,3.4312676056338023
9823,30473,1775,179,285,729,295,132,118,37,3.235492957746479
9824,30474,11091,853,1050,4333,2015,800,1101,939,3.7139121810476956
9825,30475,0,0,0,0,0,0,0,0,
9826,30477,1964,287,272,860,278,117,109,41,3.0799389002036666
9827,30501,18118,3614,1977,5205,2922,787,2231,1382,3.4146152997019534
9828,30504,16270,3221,1958,4743,2626,942,1670,1110,3.341733251382913
9829,30506,30555,1456,2354,7657,6926,2260,6236,3666,4.294452626411389
9830,30507,18325,3526,3160,5469,2812,946,1462,950,3.146139154160983
9831,30510,6155,888,816,2201,1224,353,365,308,3.2705117790414295
9832,30511,2427,329,275,1021,371,200,125,106,3.262463947259992
9833,30512,16458,487,1348,5621,3940,1440,1932,1690,4.036213391663629
9834,30513,8865,390,602,3039,2243,673,1173,745,3.9820642978003384
9835,30516,1406,87,320,525,177,88,96,113,3.4260312944523466
9836,30517,9647,288,887,2394,1973,712,2068,1325,4.392971908365295
9837,30518,33498,2209,2376,8303,6632,2718,7437,3823,4.279986864887456
9838,30519,29086,928,1558,7418,5757,2473,7152,3800,4.510864333356254
9839,30520,3286,310,633,1213,483,299,225,123,3.302799756542909
9840,30521,3481,269,377,1648,555,271,253,108,3.39442688882505
9841,30522,732,36,66,241,163,98,57,71,3.9234972677595623
9842,30523,9124,283,843,2852,1836,723,1353,1234,4.191144234984656
9843,30525,5798,251,611,2229,1071,347,680,609,3.8844429113487404
9844,30527,3131,75,301,1012,832,185,499,227,4.007984669434686
9845,30528,17074,456,2358,5839,3836,1564,1999,1022,3.8070165163406346
9846,30529,7723,563,1095,2938,1229,662,758,478,3.585005826751262
9847,30530,4426,215,838,1729,695,350,257,342,3.5119746949841844
9848,30531,6756,968,848,2156,1266,449,614,455,3.450266429840142
9849,30533,16625,786,1700,4746,3556,1009,2706,2122,4.137323308270677
9850,30534,20204,769,2472,5846,4121,1535,3484,1977,4.066175014848545
9851,30535,4898,345,639,1655,1023,346,484,406,3.7068191098407515
9852,30536,6003,296,527,2406,976,473,778,547,3.8870564717641183
9853,30537,1070,23,30,386,162,105,229,135,4.423364485981308
9854,30538,2087,51,150,1040,446,119,224,57,3.6382367034020127
9855,30540,14224,1344,1588,4943,2816,873,1659,1001,3.65150449943757
9856,30541,1276,38,129,506,332,128,117,26,3.6567398119122263
9857,30542,25341,1226,1723,6712,6140,2235,4888,2417,4.214119411230811
9858,30543,3138,480,343,932,587,184,305,307,3.5720203951561507
9859,30545,544,9,9,154,166,53,112,41,4.369485294117648
9860,30546,5515,235,298,1823,1278,458,862,561,4.134360834088849
9861,30547,2340,98,402,915,415,207,207,96,3.528205128205128
9862,30548,12780,387,577,3029,3042,872,2921,1952,4.5654147104851335
9863,30549,17004,937,1655,4887,3558,1989,2542,1436,4.021936015055282
9864,30552,1233,34,87,336,345,79,206,146,4.257096512570966
9865,30553,5730,214,697,1999,1194,463,719,444,3.8600349040139617
9866,30554,5057,267,712,1720,1296,365,317,380,3.6428712675499315
9867,30555,1608,110,136,674,302,121,209,56,3.646144278606965
9868,30557,3911,149,524,1554,700,288,436,260,3.7164408079774987
9869,30558,3878,231,758,1650,686,149,311,93,3.275657555440949
9870,30559,3479,174,462,1100,725,329,379,310,3.847944811727508
9871,30560,3987,54,488,1195,899,220,641,490,4.160270880361175
9872,30562,1049,111,173,434,192,28,97,14,3.1906577693040994
9873,30563,3920,356,652,1532,546,154,348,332,3.475
9874,30564,2237,49,366,658,538,81,416,129,3.894054537326777
9875,30565,3083,203,242,1117,566,413,352,190,3.8303600389231276
9876,30566,4947,616,366,1569,1073,249,656,418,3.730341621184557
9877,30567,2112,75,107,802,471,212,302,143,4.0018939393939394
9878,30568,1251,163,149,324,274,41,133,167,3.7577937649880098
9879,30571,2972,103,135,518,665,300,607,644,4.790376850605653
9880,30572,647,22,54,207,161,15,121,67,4.1190108191653785
9881,30573,116,1,6,1,6,10,56,36,5.844827586206897
9882,30575,1082,227,249,266,186,2,137,15,2.9611829944547132
9883,30576,1810,54,291,525,378,120,251,191,3.959116022099448
9884,30577,13912,789,1672,4941,2729,608,1776,1397,3.8346032202415183
9885,30581,17,0,0,17,0,0,0,0,3.0
9886,30582,3208,143,226,978,685,328,507,341,4.157730673316708
9887,30601,12761,923,1545,4033,2194,703,2129,1234,3.9036909333124363
9888,30602,35,0,0,13,12,0,10,0,4.2
9889,30605,21489,557,1181,3559,3562,1524,4975,6131,5.036576853273768
9890,30606,27513,951,1805,4873,4483,1785,6327,7289,4.907570966452222
9891,30607,6586,851,509,1961,1146,504,1022,593,3.8170361372608568
9892,30609,0,0,0,0,0,0,0,0,
9893,30619,946,125,88,188,242,89,95,119,3.8911205073995774
9894,30620,8631,469,818,2812,2240,753,944,595,3.834434016915769
9895,30621,3865,64,181,802,646,337,886,949,4.93143596377749
9896,30622,8326,235,691,1621,1665,564,1983,1567,4.663343742493394
9897,30623,70,5,42,9,7,1,2,4,2.6999999999999997
9898,30624,2191,166,483,1057,241,60,133,51,3.0680054769511638
9899,30625,1607,61,161,552,302,165,238,128,3.980087118855009
9900,30627,1771,144,208,794,212,90,185,138,3.566346696781479
9901,30628,4618,281,347,1651,845,730,473,291,3.861628410567345
9902,30629,3226,197,497,1075,677,223,323,234,3.662430254184749
9903,30630,1690,75,294,638,456,49,59,119,3.451479289940828
9904,30631,1253,141,206,594,171,59,53,29,3.0606544293695133
9905,30633,6408,275,793,2550,1299,379,584,528,3.7144194756554305
9906,30634,1431,235,226,459,239,152,96,24,3.161425576519916
9907,30635,10526,644,1457,4576,1912,745,673,519,3.4514535436063083
9908,30641,1451,31,157,518,272,129,209,135,4.018607856650585
9909,30642,9121,370,886,2702,1692,589,1656,1226,4.218726016884114
9910,30643,11596,599,1461,4054,2690,995,1033,764,3.7050707140393238
9911,30646,4369,342,419,1444,779,365,571,449,3.8960860608834977
9912,30648,2249,120,346,944,313,220,141,165,3.5558025789239656
9913,30650,8151,354,684,2652,1841,744,998,878,4.035823825297509
9914,30655,16063,527,2225,6072,3055,1175,2054,955,3.7537819834402044
9915,30656,11422,253,1018,4467,2076,1024,1746,838,3.979688320784451
9916,30660,737,61,76,433,103,14,11,39,3.1655359565807326
9917,30662,5855,378,858,2457,1018,432,428,284,3.4590947907771135
9918,30663,2113,105,312,871,380,143,222,80,3.5347846663511593
9919,30664,27,8,5,11,1,0,2,0,2.481481481481482
9920,30665,32,6,6,16,4,0,0,0,2.5625
9921,30666,6736,364,877,2358,1115,559,958,505,3.8197743467933485
9922,30667,676,51,80,239,123,57,65,61,3.730769230769231
9923,30668,1158,68,175,561,184,37,95,38,3.3316062176165806
9924,30669,2262,187,345,1077,370,88,85,110,3.230769230769231
9925,30673,5389,464,538,2341,951,364,376,355,3.512339951753572
9926,30677,12421,160,485,2695,1878,1029,2826,3348,5.0128009016987365
9927,30678,1016,99,117,437,116,62,113,72,3.543307086614173
9928,30680,27710,1656,2841,10017,6417,2193,3068,1518,3.7190905810176833
9929,30683,4838,361,509,1547,737,278,873,533,3.9948325754443985
9930,30701,26792,2580,3602,8654,6133,1641,2642,1540,3.5501269035532994
9931,30705,22122,2691,4103,8189,3886,1031,1504,718,3.173899285778863
9932,30707,11201,543,1021,4386,2463,1136,1037,615,3.7319882153379167
9933,30708,154,10,45,55,44,0,0,0,2.8636363636363633
9934,30710,4957,181,594,1308,1136,471,547,720,4.138390155335888
9935,30711,2510,174,556,1122,317,164,108,69,3.1358565737051793
9936,30720,17950,2398,2264,4658,3563,901,2702,1464,3.6833983286908074
9937,30721,33600,6472,6678,9715,6023,1363,2399,950,3.003690476190476
9938,30725,3183,208,491,844,607,252,544,237,3.874646559849199
9939,30726,0,0,0,0,0,0,0,0,
9940,30728,14194,764,1940,5515,3003,1229,1090,653,3.5548118923488796
9941,30730,1285,153,216,421,259,41,134,61,3.3618677042801557
9942,30731,1613,134,131,630,378,115,96,129,3.6280223186608804
9943,30733,1314,164,201,425,366,50,52,56,3.2412480974124804
9944,30734,2553,114,433,985,498,154,218,151,3.5495495495495497
9945,30735,4272,222,595,1987,776,306,248,138,3.3850655430711614
9946,30736,29203,502,2577,8504,7198,3081,4809,2532,4.175701126596582
9947,30738,2819,92,463,1028,547,269,323,97,3.6367506207875135
9948,30739,4549,82,403,1450,1140,498,590,386,4.073422730270389
9949,30740,5989,261,747,2033,1444,351,833,320,3.7774252796794126
9950,30741,20245,1329,2888,7882,4555,1295,1777,519,3.4448505803902196
9951,30742,5485,193,504,1986,1450,681,414,257,3.764266180492252
9952,30746,675,16,125,347,72,95,20,0,3.2444444444444445
9953,30747,10913,1064,1776,4214,1916,786,684,473,3.3232841565105837
9954,30750,2421,101,112,486,280,179,777,486,4.899628252788104
9955,30751,40,0,17,6,17,0,0,0,3.0
9956,30752,6167,499,798,2338,1255,601,417,259,3.478028214691098
9957,30753,4843,539,777,1847,1049,214,250,167,3.2147429279372286
9958,30755,6075,485,913,2208,1510,228,474,257,3.4169547325102885
9959,30756,20,0,5,15,0,0,0,0,2.75
9960,30757,1619,163,341,396,172,223,265,59,3.606547251389747
9961,30802,4079,96,495,1584,722,308,566,308,3.877911252758029
9962,30803,637,18,66,346,131,33,29,14,3.3736263736263736
9963,30805,1718,130,241,664,366,131,140,46,3.4254947613504076
9964,30807,57,7,4,29,11,4,0,2,3.1578947368421053
9965,30808,3033,227,458,1221,651,197,216,63,3.3405868776788656
9966,30809,29332,478,1068,5660,6058,2769,8009,5290,4.866868948588571
9967,30810,1366,147,215,596,283,31,82,12,3.0951683748169843
9968,30812,389,43,55,151,103,8,29,0,3.167095115681234
9969,30813,28150,634,1626,7373,6424,3853,5776,2464,4.364831261101243
9970,30814,5570,410,516,2034,1661,394,391,164,3.52818671454219
9971,30815,27061,1235,2387,8715,7067,3061,3254,1342,3.8670041757510814
9972,30816,1504,60,305,558,302,128,142,9,3.3956117021276597
9973,30817,5549,332,667,2280,1089,435,509,237,3.5591998558298794
9974,30818,517,0,31,310,118,9,11,38,3.560928433268859
9975,30820,748,11,99,281,195,67,78,17,3.6818181818181817
9976,30821,582,83,100,200,115,2,50,32,3.2250859106529206
9977,30822,583,0,95,359,111,0,18,0,3.1200686106346485
9978,30823,1111,154,203,352,176,50,152,24,3.2853285328532853
9979,30824,11220,386,1464,4547,2268,862,976,717,3.673083778966132
9980,30828,3101,282,541,1379,251,229,259,160,3.329248629474363
9981,30830,8827,424,1169,3436,1652,849,691,606,3.6604735470714855
9982,30833,2096,152,381,791,336,82,292,62,3.447996183206107
9983,30901,11149,663,2475,3970,2093,617,792,539,3.3639788321822586
9984,30903,419,0,0,70,40,0,228,81,5.501193317422434
9985,30904,17499,754,2165,4866,3728,1099,3006,1881,4.07406137493571
9986,30905,2439,63,21,505,836,284,584,146,4.473144731447315
9987,30906,36879,1813,6287,13341,8878,2609,2328,1623,3.478836194039969
9988,30907,36918,1002,1704,9613,7778,3457,7634,5730,4.5387074056016035
9989,30909,28993,983,2000,6808,6474,2758,5673,4297,4.45659297071707
9990,30912,88,10,13,29,13,5,14,4,3.545454545454546
9991,31001,3426,205,474,1660,612,158,171,146,3.333041447752481
9992,31002,2095,124,419,934,368,127,85,38,3.1727923627684964
9993,31003,54,0,7,30,2,2,3,10,3.8888888888888893
9994,31005,11217,305,278,2729,3097,1200,1845,1763,4.533030221984488
9995,31006,3125,184,504,1307,762,126,120,122,3.3167999999999997
9996,31007,938,166,196,312,136,38,62,28,2.980810234541578
9997,31008,12967,260,1106,4015,4069,1137,1493,887,3.982802498650421
9998,31009,872,63,115,427,144,61,37,25,3.2706422018348618
9999,31011,479,8,22,250,59,18,70,52,3.991649269311065
10000,31012,2599,131,518,1347,353,89,97,64,3.114659484417084
10001,31014,8140,413,715,3345,1642,731,687,607,3.7434889434889436
10002,31015,14073,932,1816,5527,2967,875,1308,648,3.536701485113338
10003,31016,1363,49,230,643,234,90,46,71,3.3727072633895823
10004,31017,1349,70,125,700,192,107,92,63,3.49592290585619
10005,31018,2126,150,399,937,404,84,104,48,3.1773283160865473
10006,31019,1313,70,72,588,186,102,158,137,3.9139375476009146
10007,31020,1215,70,360,395,240,49,101,0,3.116049382716049
10008,31021,19149,832,1783,7872,3382,1838,1781,1661,3.814559507023866
10009,31022,1124,34,87,419,260,99,130,95,3.954626334519573
10010,31023,9825,493,883,3752,2177,907,1053,560,3.765496183206107
10011,31024,14524,509,1667,5514,2666,1072,2148,948,3.8510740842743045
10012,31025,694,43,33,251,119,43,124,81,4.126801152737752
10013,31027,5725,444,654,2704,971,339,419,194,3.3737991266375547
10014,31028,4301,58,403,1094,1124,455,660,507,4.2841199720995125
10015,31029,11410,300,1725,3924,2188,515,1654,1104,3.900175284837862
10016,31030,10596,1021,1124,3128,2506,885,1010,922,3.7387693469233674
10017,31031,4108,168,523,1711,866,312,349,179,3.5827653359298925
10018,31032,9999,209,923,3415,2277,930,1358,887,4.041904190419042
10019,31033,1363,76,183,511,241,51,177,124,3.7593543653705064
10020,31035,814,51,141,359,103,33,111,16,3.3968058968058967
10021,31036,8868,428,1154,3316,1974,787,766,443,3.6323861073522776
10022,31037,3286,143,776,1826,255,102,172,12,2.988131466828971
10023,31038,475,59,20,177,112,59,32,16,3.530526315789474
10024,31039,0,0,0,0,0,0,0,0,
10025,31041,554,76,88,176,149,33,26,6,3.13898916967509
10026,31042,1121,33,128,680,158,9,55,58,3.3380909901873324
10027,31044,2438,289,455,661,522,135,184,192,3.4425758818703853
10028,31045,35,0,0,0,35,0,0,0,4.0
10029,31046,2297,68,141,1019,466,142,259,202,3.895951240748803
10030,31047,9640,72,653,2048,2613,1153,1809,1292,4.526659751037344
10031,31049,1076,59,122,499,237,30,73,56,3.464684014869888
10032,31050,687,70,45,205,232,65,46,24,3.5982532751091707
10033,31051,94,12,19,41,12,6,4,0,2.9255319148936167
10034,31052,6216,74,486,2425,1416,545,754,516,3.997104247104247
10035,31054,1136,44,91,663,143,42,117,36,3.477992957746479
10036,31055,6089,1164,968,2410,693,461,134,259,2.960091969124651
10037,31057,1447,118,198,443,364,90,147,87,3.621285418106427
10038,31058,1066,46,213,336,238,41,132,60,3.610694183864916
10039,31060,1451,106,220,595,126,148,113,143,3.6209510682288077
10040,31061,27049,1057,2893,9870,5251,2135,3343,2500,3.907353321749418
10041,31062,461,18,133,184,88,18,7,13,3.0607375271149677
10042,31063,3249,306,449,1212,821,223,77,161,3.3327177593105572
10043,31064,6337,381,978,2357,1396,488,462,275,3.4920309294618903
10044,31065,820,13,74,497,77,87,48,24,3.476829268292683
10045,31066,951,41,188,276,297,55,66,28,3.470031545741325
10046,31067,217,16,22,125,45,0,9,0,3.0829493087557602
10047,31068,3841,253,1058,1278,850,178,107,117,3.1122103618849257
10048,31069,12893,404,781,3896,3461,1311,1899,1141,4.14441945241604
10049,31070,734,29,74,285,145,63,87,51,3.822888283378747
10050,31071,838,97,113,359,174,34,37,24,3.1694510739856803
10051,31072,930,49,155,432,141,44,56,53,3.3827956989247308
10052,31075,1744,42,237,859,290,145,104,67,3.4810779816513757
10053,31076,2270,230,308,766,521,132,228,85,3.4585903083700438
10054,31077,1046,59,71,545,144,95,45,87,3.6003824091778203
10055,31078,2061,128,288,696,524,154,102,169,3.6162057253760307
10056,31079,1487,36,91,732,257,122,125,124,3.8130464021519845
10057,31081,39,0,0,13,0,26,0,0,4.333333333333333
10058,31082,6608,293,698,2836,1234,332,819,396,3.704449152542373
10059,31083,289,4,42,191,43,6,1,2,3.055363321799308
10060,31084,43,0,7,14,13,0,9,0,3.7674418604651163
10061,31085,812,114,126,273,164,70,36,29,3.214285714285714
10062,31087,6796,555,1402,2891,1000,304,392,252,3.1883460859329023
10063,31088,36020,906,1951,9306,8523,3999,6773,4562,4.424902831760133
10064,31089,3084,231,529,1302,615,108,216,83,3.265888456549935
10065,31090,750,95,69,415,94,23,40,14,3.0759999999999996
10066,31091,3291,188,712,1222,718,217,127,107,3.265268915223336
10067,31092,4984,469,619,2111,870,239,445,231,3.4113162118780096
10068,31093,18928,771,1960,6275,5252,1531,2052,1087,3.809171597633136
10069,31094,818,45,100,207,236,115,78,37,3.80440097799511
10070,31096,5040,279,882,2169,841,325,292,252,3.3839285714285716
10071,31097,1101,17,156,340,394,77,51,66,3.703905540417802
10072,31098,1718,22,90,423,344,260,321,258,4.586146682188591
10073,31201,5190,318,982,1495,892,295,596,612,3.7899807321772636
10074,31204,19714,1107,2220,6309,4250,1286,2750,1792,3.9032159886375166
10075,31206,15298,804,2470,6207,3408,985,1132,292,3.383318080794875
10076,31207,17,0,0,0,0,0,9,8,6.470588235294118
10077,31210,23178,406,794,4613,4790,1422,5841,5312,4.932824229873155
10078,31211,10205,465,942,3675,2043,736,1363,981,3.946202841744243
10079,31213,0,0,0,0,0,0,0,0,
10080,31216,12416,446,1319,4406,3128,766,1498,853,3.8340045103092786
10081,31217,10969,663,1722,4654,2509,584,534,303,3.313884583827149
10082,31220,10162,291,532,2835,2111,1061,2213,1119,4.400708521944499
10083,31301,2353,32,98,818,816,243,237,109,3.971950701232469
10084,31302,5992,186,666,2652,1211,406,672,199,3.6336782376502006
10085,31303,1645,50,259,629,388,136,118,65,3.5562310030395134
10086,31304,0,0,0,0,0,0,0,0,
10087,31305,4231,86,522,1785,936,361,253,288,3.67950839045143
10088,31307,635,100,192,233,12,0,24,74,2.981102362204724
10089,31308,4889,374,621,2004,858,522,234,276,3.4784209449785237
10090,31309,664,22,68,431,94,12,37,0,3.176204819277108
10091,31312,13098,489,863,4886,3487,972,1617,784,3.8838754008245533
10092,31313,24256,644,1226,7673,7395,2857,3033,1428,4.047410949868074
